Area,Perimeter,Circularity,Variance,Bending Energy,activity
1095.671876,123.8926596,0.89701401,407.6553799,6186864.475,spontaneous
1029.336409,120.2861876,0.893996211,360.4854562,5148569.249,spontaneous
1033.012098,121.8319835,0.874566106,344.6311266,5106580.987,spontaneous
1078.036907,122.9281502,0.896480402,399.345542,5940616.563,spontaneous
1008.683839,119.6548983,0.885327517,374.9890868,5309879.923,spontaneous
979.6559782,118.206435,0.881051343,322.400938,4468548.307,spontaneous
951.4872965,116.896894,0.874997706,332.285899,4517476.009,spontaneous
943.0915277,115.714649,0.885089162,315.0102893,4199740.692,spontaneous
399.9326401,72.41271824,0.958444597,132.2838394,691795.3707,spontaneous
519.2056053,83.3845756,0.938377943,178.6752369,1238524.417,spontaneous
306.852599,65.09213839,0.910086332,113.3095135,479430.5427,spontaneous
245.8071945,57.27981081,0.941458768,87.17920868,284622.862,spontaneous
611.0923943,91.09038835,0.925489797,205.3677763,1727015.706,spontaneous
293.0509278,64.57533522,0.883119808,110.6233844,460581.1445,spontaneous
224.9936551,55.13347308,0.93014238,82.01430462,248395.8656,spontaneous
282.7684829,63.94360979,0.869053607,107.0159556,429363.949,spontaneous
303.0964919,64.58268409,0.913184629,104.8531767,435771.5854,spontaneous
211.2029188,54.42634047,0.895965963,79.01650027,233746.4251,spontaneous
244.6035197,57.64394822,0.925049829,84.63075085,272245.0572,spontaneous
733.5386961,99.26866657,0.935424018,248.7863453,2451937.905,spontaneous
614.1072189,98.6897375,0.792337259,216.6281128,2104311.76,spontaneous
231.8324006,55.62700027,0.941483503,79.36114318,242344.507,spontaneous
203.5945367,52.78431127,0.918261266,69.05964888,191463.8997,spontaneous
813.7329579,105.0049649,0.9274107,277.0835022,2974886.828,spontaneous
1531.193363,141.6583379,0.958860919,525.7553397,10554555.38,spontaneous
1197.059,125.4810619,0.95536439,402.4688858,6298532.01,spontaneous
1188.79801,124.8131444,0.958952918,406.5812118,6331147.104,spontaneous
1101.132638,120.042387,0.960241021,373.2625904,5348555.121,spontaneous
1191.662755,125.555725,0.949926908,409.7356788,6436532.34,spontaneous
1140.731771,123.838656,0.934718722,401.6321174,6161765.465,spontaneous
1075.494969,119.3653584,0.948553071,372.5322449,5323164.543,spontaneous
1022.710928,116.385323,0.948781763,356.4550388,4859267.639,spontaneous
1402.951288,136.8002863,0.942059739,480.8724421,9005786.249,spontaneous
1328.863068,132.9674763,0.944494087,455.5188861,8037722.979,spontaneous
1331.963683,131.9468786,0.961399753,450.955197,7858252.525,spontaneous
1301.888487,131.1725069,0.950819353,449.9881046,7745930.723,spontaneous
1295.563815,130.749561,0.952331599,444.1653526,7594642.688,spontaneous
1200.437779,125.2993371,0.960841985,406.8064868,6386879.976,spontaneous
1222.452629,127.1152013,0.950707508,427.1094381,6899521.418,spontaneous
1259.761121,128.9834515,0.951546633,436.2304783,7253186.563,spontaneous
645.6083546,91.53517011,0.968284589,209.9008902,1724937.403,spontaneous
1026.371045,115.5946951,0.965246973,336.2564288,4520365.193,spontaneous
1029.203925,115.4723519,0.969963239,341.5999699,4613330.703,spontaneous
1040.614023,116.8434122,0.957835823,352.1030949,4838815.487,spontaneous
1106.046865,119.8992646,0.966830527,360.5927284,5209591.147,spontaneous
1122.605754,120.6536933,0.969071647,361.9533665,5316110.175,spontaneous
1179.063075,123.7713123,0.967179118,390.5441323,6054719.69,spontaneous
1164.979942,123.2266403,0.96409337,382.2233825,5919156.342,spontaneous
743.4828028,98.48312668,0.963290184,245.5719928,2361965.964,spontaneous
777.4467991,100.7368839,0.962727813,265.5703428,2670648.804,spontaneous
765.8900938,99.50290426,0.972086255,247.8161672,2485628.378,spontaneous
916.0895079,109.6359059,0.957727934,301.2610691,3629826.36,spontaneous
864.0284367,106.2726852,0.961378912,292.1642774,3327096.2,spontaneous
889.9169032,107.6451348,0.965095984,291.5013644,3412883.732,spontaneous
1012.695734,114.7683983,0.966149209,331.4758905,4405931.612,spontaneous
1027.292403,116.8637557,0.945244724,346.5720123,4796264.138,spontaneous
917.4707342,113.2588877,0.898788485,307.7096017,3933579.535,spontaneous
616.3499157,90.85980603,0.938196037,214.3858232,1769301.159,spontaneous
569.109926,86.99656779,0.944934675,193.6169844,1465270.909,spontaneous
645.1903055,94.1723449,0.914220443,234.467883,2080076.575,spontaneous
562.781151,85.76865806,0.961373567,190.4896562,1390805.288,spontaneous
567.7388692,87.25131966,0.937161597,196.6298119,1494674.389,spontaneous
536.338918,84.44044837,0.945253108,182.5391858,1301852.996,spontaneous
545.632089,85.03652145,0.948197476,184.535305,1333198.6,spontaneous
932.6822917,112.1558537,0.931750649,333.074964,4190728.603,spontaneous
891.0872801,109.0009219,0.942474842,305.5296206,3694911.011,spontaneous
774.4794463,101.6933257,0.94109802,267.3094031,2764694.716,spontaneous
766.1407649,100.690496,0.94960168,259.0421968,2627146.727,spontaneous
796.8315944,103.1768412,0.940615117,278.7247544,2966687.672,spontaneous
712.4511289,98.70004499,0.919031171,246.3465221,2399542.07,spontaneous
873.4650061,109.834626,0.909864714,309.8596107,3514459.047,spontaneous
715.4678941,99.16061375,0.914369227,257.3655987,2523026.101,spontaneous
2163.303604,170.8742101,0.931052773,723.2550116,21163505.55,spontaneous
1859.411906,158.6018287,0.928900273,630.2488368,16260014.27,spontaneous
1515.482235,142.4880488,0.938002153,523.0923089,10985455.32,spontaneous
1395.08234,136.8863523,0.935598256,483.5734969,9317127.351,spontaneous
1773.022011,154.5901223,0.932310359,610.0287811,14956458.62,spontaneous
1565.367753,145.3202434,0.931481028,535.0506939,11600381.36,spontaneous
1364.882329,135.6070175,0.932697358,469.9402006,8863167.47,spontaneous
1242.384259,129.7958681,0.92671047,430.8247941,7501379.154,spontaneous
2000.755868,164.4020795,0.930227877,641.4209722,17826197.71,spontaneous
1818.554661,156.3471418,0.934880994,601.7283784,14897685.35,spontaneous
1628.36144,148.4686872,0.928305528,542.4755002,12234558.56,spontaneous
2029.232908,164.0017459,0.948079634,670.7378465,18299004.78,spontaneous
1918.522994,159.6627179,0.945735817,634.2287038,16756845.32,spontaneous
1700.723383,151.6424787,0.929398136,562.2703836,13092418.67,spontaneous
1588.096708,147.2502181,0.92039641,532.679343,11910642.87,spontaneous
1992.552588,163.7558458,0.933740145,674.6533114,18446052.04,spontaneous
1453.025361,141.2661501,0.914969967,515.5485642,10322120.64,spontaneous
1093.989136,122.2028816,0.920576702,379.428189,5721852.216,spontaneous
916.8524736,111.0972715,0.933474673,323.5443723,4093869.726,spontaneous
799.6062816,104.3483596,0.922815347,282.2203604,3093298.274,spontaneous
1168.749266,126.5077554,0.917691935,398.6235323,6452430.026,spontaneous
943.707382,114.2411842,0.908660865,327.8081257,4372184.495,spontaneous
830.7473303,107.1339953,0.909545053,281.2308315,3275369.532,spontaneous
716.1440087,98.36043186,0.930185088,261.8734755,2516931.021,spontaneous
1291.982338,133.5124469,0.910799808,459.1386158,8247668.371,spontaneous
1098.458355,122.5354541,0.919326823,388.5182568,5848035.764,spontaneous
968.6770498,114.6893851,0.925427553,340.4253299,4473468.371,spontaneous
1440.695976,140.7407975,0.913991573,543.5521063,10760777.72,spontaneous
1225.234491,129.6475379,0.916010666,422.9758865,7168402.983,spontaneous
1068.607266,120.8602356,0.919308158,354.918342,5272630.883,spontaneous
927.6320858,112.3668742,0.923228124,322.5478834,4072407.558,spontaneous
1370.350253,136.6452524,0.922257836,508.0175141,9568100.777,spontaneous
2338.091056,181.5167799,0.891738931,847.7841547,26448596.35,spontaneous
1652.517876,154.9428661,0.864993531,590.8503793,13630205.86,spontaneous
1397.874372,142.7244898,0.862344919,458.9560933,9519697.688,spontaneous
6310.219832,288.3784922,0.953517394,2063.881958,171608582.5,spontaneous
1623.834244,152.5138454,0.877269474,601.224507,13895127.79,spontaneous
1407.147665,140.8691488,0.891082177,479.2583533,9394166.502,spontaneous
1275.031096,136.7239143,0.857120089,415.02471,7759086.862,spontaneous
1159.328063,127.8160622,0.891754574,402.0015364,6610503.725,spontaneous
1907.172834,167.649572,0.852697555,657.0634865,18900148.84,spontaneous
1795.475456,159.303601,0.889074493,635.3131702,16521596.34,spontaneous
1449.012726,144.9775414,0.866324512,558.9886842,12031502.2,spontaneous
2011.044885,168.8267512,0.886643636,732.5370232,20992589.34,spontaneous
1784.335028,160.5865341,0.869496854,637.1345772,15989030.92,spontaneous
1596.457726,152.0493281,0.867757301,558.0746779,13158346.8,spontaneous
1373.889589,141.4844599,0.86247043,482.5426155,9871323.848,spontaneous
2045.536467,171.5720032,0.873221151,700.4148826,20983459.25,spontaneous
360731.5353,2142.34552,0.987677006,115912.8824,532000000000.0,spontaneous
554911.3136,2643.361721,0.997976352,176885.8442,1240000000000.0,spontaneous
479100.3236,2456.423474,0.997768641,152767.6049,922000000000.0,spontaneous
545187.2711,2619.706003,0.998275611,173819.632,1190000000000.0,spontaneous
558884.2223,2652.985764,0.997842217,178110.3561,1250000000000.0,spontaneous
1070187.946,3672.821604,0.996942821,341372.4144,4600000000000.0,spontaneous
903896.5481,3375.814457,0.996716056,288497.3254,3290000000000.0,spontaneous
1061844.811,3656.55161,0.997993006,338732.7678,4530000000000.0,spontaneous
548456.5869,2629.037247,0.99714575,175089.7701,1210000000000.0,spontaneous
287108.9116,1906.101597,0.99303475,92026.60059,335000000000.0,spontaneous
352808.5913,2110.964281,0.994917905,112854.2149,503000000000.0,spontaneous
988401.7659,3533.432467,0.994832091,315648.2346,3940000000000.0,spontaneous
386866.0011,2208.310775,0.99689644,123473.5673,602000000000.0,spontaneous
898054.0353,3366.039255,0.996033579,286788.849,3250000000000.0,spontaneous
917114.0626,3405.516317,0.993727448,293093.2109,3400000000000.0,spontaneous
516652.2199,2551.242521,0.997481097,164853.8533,1070000000000.0,spontaneous
813.4055716,105.1791158,0.923970224,268.203298,3012621.432,spontaneous
549.1208828,86.43083605,0.923720105,187.1775626,1403739.173,spontaneous
556.9661625,89.51379763,0.873491554,197.1525308,1572918.395,spontaneous
534.0167099,85.62850213,0.915225299,181.5671574,1352093.464,spontaneous
509.809752,82.35555124,0.944565863,176.4429526,1196538.447,spontaneous
453.2032722,79.32067751,0.905169831,155.0556375,948385.4514,spontaneous
458.8153863,78.52341536,0.935081523,154.6164571,952150.3906,spontaneous
473.0915429,81.57606601,0.893366233,167.2565539,1118376.071,spontaneous
727.3242225,100.9671577,0.896556481,247.3542057,2518799.529,spontaneous
758.3330906,104.3604555,0.874979624,273.8167156,2978752.918,spontaneous
732.8747912,102.852488,0.870582722,247.5663616,2628775.885,spontaneous
923.5428884,111.5911814,0.931981265,301.2660899,3595310.41,spontaneous
659.6318739,96.1372899,0.896866384,230.3257081,2099253.843,spontaneous
626.7076261,92.13558752,0.927726633,212.1501357,1830940.665,spontaneous
601.7556897,90.05430654,0.932440432,198.8148856,1608331.821,spontaneous
548.3002336,86.16201511,0.928103905,183.7739293,1361801.4,spontaneous
7116.347212,311.5439746,0.921357724,2455.695163,237097410.2,spontaneous
1737.440395,157.3140129,0.882236374,657.6662196,16339419.31,spontaneous
1157.891209,129.1075638,0.872919606,408.6950031,6656975.594,spontaneous
1224.21615,131.4754599,0.889976566,439.255964,7517931.752,spontaneous
1270.151328,135.7409512,0.866250611,429.8898939,7960929.679,spontaneous
1147.564406,127.2137862,0.891083858,406.7471738,6512120.404,spontaneous
1192.234136,130.989923,0.873163641,413.1605792,7197872.196,spontaneous
1187.194097,132.2196819,0.85337394,412.3500401,7509255.039,spontaneous
1857.148193,160.4691843,0.906302409,689.8124025,17906040.96,spontaneous
1618.959841,151.5688881,0.885575944,603.5162426,13810430.34,spontaneous
1550.009971,150.6077279,0.858716569,587.9864,13356166.4,spontaneous
4911.721522,261.6181382,0.901795157,1803.278155,124426122.5,spontaneous
1462.74859,143.773381,0.889247351,518.5636388,10676126.37,spontaneous
1497.306336,142.3544361,0.928492747,538.4012395,10972728.68,spontaneous
1433.743297,144.0147406,0.8686951,525.4315149,10489012.37,spontaneous
1718.667052,157.3472354,0.872335169,609.3897972,15169194.98,spontaneous
1523.104631,144.2987917,0.919208885,553.4828771,11283333.04,spontaneous
1075.648443,121.0074512,0.923115387,372.3656873,5352087.317,spontaneous
1006.318549,117.0782381,0.922556527,348.7908676,4635890.727,spontaneous
913.3690336,113.171643,0.896150406,310.6888688,3958891.268,spontaneous
1229.752634,129.0639555,0.927721633,441.3718048,7378757.527,spontaneous
963.2552579,115.770529,0.90314029,325.7835503,4329253.764,spontaneous
933.4051782,110.8757934,0.954127885,307.1730143,3789280.044,spontaneous
884.8108699,112.6117392,0.876784738,303.8240139,3709975.336,spontaneous
1297.159257,135.1660669,0.892211485,431.1346494,7716655.039,spontaneous
1271.84146,131.8711889,0.919058167,425.1623953,6978472.163,spontaneous
1215.132803,132.7083949,0.867035373,444.0246305,7842835.635,spontaneous
1559.711506,144.2771048,0.941584504,502.948139,10426214.58,spontaneous
1363.08909,137.4728513,0.906358944,502.6098643,9199713.712,spontaneous
1089.722179,126.2923959,0.858561184,408.811558,6526647.944,spontaneous
1080.383583,123.1453309,0.895265688,360.143833,5390149.436,spontaneous
1229.548614,128.9051374,0.929854755,438.9065493,7365881.134,spontaneous
634.4170992,91.23093716,0.957856546,218.2580682,1786961.305,spontaneous
520.3380189,83.03404107,0.948381501,175.4203537,1175645.371,spontaneous
447.5333121,76.83444278,0.952627994,149.5689606,881357.2335,spontaneous
437.6088356,76.5737489,0.937855925,146.808085,857342.8756,spontaneous
506.3572492,82.44996681,0.936021718,174.8910319,1145269.084,spontaneous
420.4297718,75.33477761,0.93091988,140.682639,792399.38,spontaneous
385.6548474,71.55160833,0.946607319,130.1934538,666689.1828,spontaneous
332.5209298,66.56202825,0.943139113,115.1197555,505502.7002,spontaneous
640.3812911,92.29095355,0.944779004,218.2462818,1830293.765,spontaneous
575.2912518,87.80280455,0.93773658,199.3330742,1515358.628,spontaneous
525.066535,84.45270178,0.92511795,171.9997885,1217936.412,spontaneous
658.8354618,94.5277388,0.926548789,232.1556275,2035092.039,spontaneous
558.3674221,85.2896411,0.964578021,185.9047616,1333917.899,spontaneous
516.5603417,82.41708173,0.955644708,173.1446833,1173294.472,spontaneous
475.8968671,81.59288957,0.898293138,155.6858133,1018713.06,spontaneous
564.2113558,86.38017628,0.950218573,196.5300531,1439669.891,spontaneous
564.4081754,86.64858311,0.944670229,197.3208716,1507665.268,spontaneous
320.6982764,65.87091729,0.928793286,113.4979489,493286.9657,spontaneous
311.494715,66.88392608,0.875018087,115.3694262,517320.1704,spontaneous
265.5508577,61.13867926,0.892740972,96.07985993,362036.5422,spontaneous
320.9119204,67.86439562,0.875612075,117.3716559,542371.4795,spontaneous
296.9135558,63.84112136,0.915458954,111.6981057,462654.1056,spontaneous
251.8851034,58.40098182,0.928051445,88.64524063,302491.1103,spontaneous
217.1197006,55.29097248,0.89248441,79.96950036,245274.2569,spontaneous
435.492777,76.44998488,0.936345252,156.1397802,911401.4535,spontaneous
425.0986556,76.09064886,0.922650073,157.0576311,922113.8587,spontaneous
364.5117011,71.11967928,0.905611146,125.8282366,625752.871,spontaneous
410.3215942,75.21180217,0.9115117,148.4081871,831481.6463,spontaneous
424.5720315,77.98063605,0.877379937,162.6548046,988764.7159,spontaneous
345.1094355,67.99658683,0.937977608,119.2607181,531415.5858,spontaneous
291.9230997,64.69270935,0.876531738,111.4029244,463994.3426,spontaneous
381.6528552,72.19329726,0.920205076,128.4853611,669570.5349,spontaneous
1763.306375,156.9555957,0.899464515,612.131353,14916327.19,spontaneous
1453.72513,141.9803551,0.906224181,467.1456917,9366680.867,spontaneous
1379.206079,138.4376307,0.904337855,461.7838883,8742139.034,spontaneous
1311.435625,135.3448023,0.899650191,432.702544,8031037.828,spontaneous
1337.32046,137.4439354,0.889598802,451.361339,8327104.946,spontaneous
1248.816824,132.2778987,0.896879361,451.6424783,7893301.486,spontaneous
1200.827255,128.4841981,0.914094221,386.9959057,6399829.443,spontaneous
1144.002833,125.1588067,0.917728326,359.4713636,5646755.715,spontaneous
1706.657774,153.5735492,0.909334073,554.8614883,13068742.59,spontaneous
1615.851939,149.240389,0.91167214,542.3998783,11992980.36,spontaneous
1602.51756,148.9441811,0.907748582,522.7210702,11513307.79,spontaneous
1704.088549,154.724604,0.894506009,542.7344329,13029821.59,spontaneous
1609.959094,149.229916,0.908474866,539.6361911,11898132.97,spontaneous
1544.82784,147.0944331,0.897216967,520.2010744,11181411.32,spontaneous
1495.240504,143.9865468,0.906310653,481.2269296,9895820.497,spontaneous
1562.333182,147.2967079,0.904893441,545.7013992,11664495.33,spontaneous
1158.745128,124.6229477,0.937565778,393.8227637,6083698.09,spontaneous
675.3251286,95.78973096,0.92487889,221.0128665,2015182.136,spontaneous
592.9006289,88.3670075,0.954138629,193.5358367,1489067.121,spontaneous
567.8252313,87.23927983,0.937562885,180.9963907,1376991.723,spontaneous
546.4722326,86.21429973,0.923888058,193.0859194,1434743.131,spontaneous
493.5641821,81.38173651,0.936482345,165.653335,1086228.196,spontaneous
498.2586023,81.87163227,0.934109462,163.990521,1098499.081,spontaneous
468.2466827,79.25281759,0.936817837,159.7218162,997643.1076,spontaneous
1026.866882,117.2088987,0.939296795,344.0607266,4712432.511,spontaneous
899.0224018,112.3211195,0.895483381,305.4010372,3774263.183,spontaneous
820.8583824,104.9741691,0.936080525,269.7066051,2986593.511,spontaneous
1016.23021,117.728502,0.92137989,336.3942059,4653014.331,spontaneous
819.4422681,105.1919863,0.930599714,270.838582,2992098.47,spontaneous
726.3327578,98.37987106,0.943046261,238.8572957,2289468.406,spontaneous
697.8042263,96.42815463,0.943052234,229.9541234,2106261.941,spontaneous
725.5289512,98.95404191,0.93110259,238.7693034,2337785.123,spontaneous
2253.161429,175.3229782,0.921137564,775.9167356,24494475.98,spontaneous
91728898.81,34090.24349,0.991872473,29624977.18,3.49e+16,spontaneous
1894.26998,159.653997,0.933882311,641.5493067,16417765.41,spontaneous
1875.149096,157.992587,0.944000552,635.4749503,15668210.98,spontaneous
1579.672922,146.4704811,0.925287769,550.2787043,11696866.86,spontaneous
1615.726663,147.2039032,0.936998951,550.4451213,12004408.15,spontaneous
1627.611798,149.4791944,0.915375314,570.3861417,12751407.16,spontaneous
558986910.9,84313.7947,0.988130332,179211734.7,1.28e+18,spontaneous
2218.443396,176.2576097,0.897351232,752.2688883,23122977.62,spontaneous
2245.359036,175.7599576,0.913389009,818.233557,25806344.04,spontaneous
2223.436064,175.6874623,0.90521756,789.5027794,24048914.6,spontaneous
24004.82127,557.4146222,0.970848864,7930.757134,2468945857.0,spontaneous
102018764.2,35855.83862,0.997172179,32522160.14,4.2e+16,spontaneous
308903703.3,62996.02675,0.978152707,100895834.7,3.99e+17,spontaneous
2123.071799,168.818945,0.936121417,723.3764366,20023112.25,spontaneous
2005.089623,166.3355941,0.910695658,694.2076899,19091610.88,spontaneous
1271.244857,130.3725296,0.939868056,441.8423371,7513946.821,spontaneous
1080.614002,118.5784758,0.965758918,365.4699031,5000431.49,spontaneous
1022.640649,115.6468684,0.960871166,341.5816278,4304516.255,spontaneous
1006.568264,114.5459189,0.964037341,338.5467677,4339416.873,spontaneous
967.6605324,112.6068645,0.958965891,332.505666,4109153.005,spontaneous
