Max Power/Frequency,Frequency with Max Power,energy,crest_factor,mean_frequency,median_frequency,peak_to_peak_amplitude,contraction_intensity,contraction_power,shannon_entropy,sample_entropy,Dispersion_entropy,log_detector
2.0919134072245197e-11,0.0,4.948779991333387e-05,1.03554274973997,0.17553514035615236,0.023337222870478413,2.5737131779539037e-05,126.487747957993,1.4481481179303575e-12,0,0.0011689072049818425,1.946373506306214,0.00024015533912956797
2.432176214471075e-10,0.1953125,6.813937501642376e-05,1.1194599155095586,0.10477919502520931,0.015515903801396431,5.573731300053322e-05,107.68037238169123,2.70032100877335e-12,0,0.0007766990681722488,1.9534897358306966,0.00022877619538370288
2.5567846853524837e-10,0.1953125,6.592914225471366e-05,1.1220684372417724,0.10806630421755496,0.01430615164520744,5.347783565613984e-05,103.2904148783977,1.6549198915896584e-12,0,0.0007160759346439732,1.9630353060989703,0.00021607956887933168
1.311074198035888e-10,0.25,0.0001112578405597628,1.0394353343338296,0.17860119469328392,0.025,3.496804601125093e-05,141.5,1.2299591849458593e-11,0,0.0012523483164658376,2.033641781133876,0.00037272083362657326
2.0247847817371558e-11,0.25,0.00022999413042391504,1.0111631199552913,0.15571845464909043,0.025,0.00010412763996243317,130.5,4.676154000726889e-13,0,0.0012523483164658376,1.1505177992370528,0.0005359859599157938
4.368057727205257e-09,0.21810250817884405,0.000258812258460797,1.1201547979661743,0.08664255939178228,0.021810250817884406,0.00012881807171474373,98.14612868047982,2.949067636631138e-11,0,0.0010922993986089273,1.980402926537835,0.0005284400685822949
1.6325387934259056e-09,0.01953125,8.660070089588998e-06,1.160506977970569,0.1047511961050086,0.014035087719298246,2.9909795142713934e-05,118.73684210526316,5.244026980081624e-13,0,0.000702493882068778,1.9396686796839002,7.686350973345194e-05
1.3119200661054387e-10,0.023781212841854932,3.8056037077324345e-06,1.0492601776091786,0.12334780252626908,0.023781212841854936,1.0013895352391478e-05,127.94292508917955,2.0998239589239203e-13,0,0.0011911853701530068,1.8125497688409191,6.715596998468341e-05
3.616769485520454e-10,0.01953125,8.279987499153929e-06,1.1055083851216438,0.1344757469175153,0.01238390092879257,1.8487638271623354e-05,118.63777089783282,1.6582382258891044e-13,0,0.000619770704685266,1.9509356965325086,7.110465790905153e-05
1.1055298234637742e-11,0.02442002442002442,3.248302582327095e-06,1.0261926868765205,0.1764680756748496,0.02442002442002442,3.972403988962829e-06,129.9145299145299,7.03905664119992e-14,0,0.001223241742744205,2.208269528457534,6.296547123132588e-05
2.2745650528976455e-09,0.01953125,9.204419124386747e-06,1.1898738488503078,0.10062733203727459,0.01443001443001443,3.918423094459962e-05,97.83549783549783,1.2056485985695353e-12,0,0.0007222824438241207,1.9256544830446507,7.936179583637904e-05
8.296187261045925e-10,0.020512820512820513,4.32895749103498e-06,1.1107007148784795,0.11611824196278851,0.020512820512820513,1.6300641260395794e-05,112.0,7.167996647906095e-13,0,0.0010272214565299142,1.9377295211730776,6.621768096112266e-05
6.149390344826047e-10,0.01953125,9.222441418346224e-06,1.1615820139818276,0.10971783155651293,0.012919896640826873,3.18418957977949e-05,113.43669250645993,7.435711436503409e-13,0,0.0006466214256989592,1.9675258202911239,7.63699780601404e-05
2.5179895082333566e-11,0.03134796238244514,2.268253376335253e-06,1.0841022920469894,0.09043367312485376,0.03134796238244514,6.836301191587215e-06,123.51097178683386,3.8893776980984906e-14,0,0.0015710922320412123,1.5958060841788089,5.957571158823386e-05
5.784965758598687e-11,0.02877697841726619,2.662153188316405e-06,1.038003365536289,0.11266342285347083,0.02877697841726619,6.514024680890197e-06,132.9496402877698,2.316046827295722e-13,0,0.0014419613169012952,1.9915826298585828,6.184217669514575e-05
2.329233442848022e-11,0.02652519893899204,8.015077191327281e-06,1.0295438465931752,0.209596655995976,0.026525198938992044,6.874184084654532e-06,135.2785145888594,6.652785655782766e-14,0,0.001328903850053863,2.0335933996843543,0.00010307861793781969
1.1350140324022461e-11,0.10256410256410256,4.965643392770557e-06,1.0862713102073094,0.15522774048253918,0.02564102564102564,1.1253388179598446e-05,132.82051282051282,5.749030539554616e-13,0,0.0012845216923566276,1.9711408948211986,7.975234507679343e-05
3.691733134117159e-10,0.02239641657334826,8.721096966706896e-06,1.0574672542239947,0.1155642332832892,0.022396416573348264,1.3500598576935267e-05,136.61814109742443,4.966155701906232e-13,0,0.0011217051092000155,1.8650353018428654,9.866005024156848e-05
5.010228019817378e-10,0.02032520325203252,9.498765824275886e-06,1.0593460397137773,0.1332318570859316,0.02032520325203252,1.3219064351283454e-05,163.8211382113821,3.0877088636501007e-13,0,0.0010178117927007147,2.0852155999328508,9.807766319439242e-05
9.883335722671176e-10,0.01953125,1.302508777982873e-05,1.096088823570913,0.11607630244737653,0.015910898965791568,2.0602848291794058e-05,152.42641209228321,2.6576173365128205e-13,0,0.0007964954622597524,2.025595981316777,0.000101490728907843
1.0580954517604705e-10,0.01953125,1.913824964006509e-05,1.0667566185129926,0.16756622056687343,0.009995002498750625,1.2902579014096414e-05,168.1159420289855,1.0908657082987999e-13,0,0.0005001250416822429,2.0462477001855075,9.768867743867592e-05
2.623270239525253e-10,0.01953125,1.6027062287109065e-05,1.0739681072481706,0.15411520761535177,0.012634238787113077,1.711080865179886e-05,163.4870499052432,1.9816602677305806e-13,0,0.0006323111181271348,2.0808546457318027,0.00010037807402484807
3.10078328062371e-10,0.01953125,1.8971264781455596e-05,1.0944420496581893,0.15020432594197708,0.010565240359218173,1.8621364313702737e-05,171.79080824088746,1.3119486118180575e-13,0,0.0005286809533661532,2.0196779773539215,9.986691850303212e-05
6.460101332681222e-10,0.01953125,1.565386157750641e-05,1.0916632591966913,0.12298587835343089,0.01386001386001386,2.2744101496304333e-05,162.7165627165627,2.774817723170959e-13,0,0.0006937218453722968,1.9395394225864455,0.0001035954952255478
1.141830423641913e-09,0.01953125,1.345280886498284e-05,1.0973951316397774,0.11104859264015116,0.016764459346186086,2.5639204002394163e-05,147.19195305951382,6.534611157681333e-13,0,0.0008392782699949775,1.9749594270344843,0.00010565439669223077
1.5011296588341885e-10,0.0,4.915240239712278e-05,1.0098763634735977,0.02901081505616761,0.0,0.00015862466023090646,118.0246913580247,1.9010918120784213e-13,0,0.0012368585373962473,0.8523743261367889,0.00024506235961194926
8.813885365483334e-11,0.0,4.058410945983285e-05,1.0085135095178914,0.029712748883547635,0.0,0.00014198231981998982,118.31683168316832,1.022436264850945e-13,0,0.0012399257633205472,0.461647856091285,0.00022324296961672704
1.9684759039286695e-08,0.01953125,2.8181061459809406e-05,1.383845380231013,0.11514951222205189,0.013850415512465374,8.490053614861615e-05,105.54016620498615,4.513162441301098e-12,0,0.000693240928976394,1.3196289767016682,0.00013451319249119584
1.7097049602984885e-08,0.01953125,3.7453277535808925e-05,1.4898569202237528,0.11087784920411048,0.011350737797956867,0.0001162573594113202,105.56186152099887,4.308763578062224e-12,0,0.0005680204640086744,1.3355770226697683,0.00013768910421746745
6.58100916247266e-11,0.025031289111389236,1.1960284287706498e-05,1.0192983956351598,0.11283300171667043,0.025031289111389236,3.0352898337176318e-05,99.62453066332915,1.0900860726206434e-13,0,0.0012539186595936988,1.4552508609903436,0.00012225503185720355
9.342751248117952e-11,0.02487562189054726,1.2787567031994471e-05,1.0217429308493589,0.09755167378299769,0.024875621890547265,4.283361279595683e-05,99.0049751243781,1.8026657748197549e-13,0,0.001246106080247183,1.1681668899110085,0.00012593568103635733
